,GAME_ID,TEAM_ID,SEASON,NICKNAME,CITY,FGM,FGA,FG3M,FG3A,FTM,FTA,FOULS,isWinner
1277,11000039,1610612740,2010,Pelicans,New Orleans,28.0,85.0,7.0,18.0,18.0,22.0,17.0,0
1278,11000039,1610612753,2010,Magic,Orlando,46.0,71.0,15.0,27.0,28.0,37.0,15.0,1
1279,11000040,1610612744,2010,Warriors,Golden State,34.0,83.0,3.0,20.0,22.0,28.0,11.0,1
1280,11000040,1610612758,2010,Kings,Sacramento,31.0,91.0,10.0,23.0,14.0,19.0,15.0,0
1281,11000041,1610612757,2010,Trail Blazers,Portland,31.0,65.0,4.0,13.0,34.0,38.0,13.0,0
1282,11000041,1610612762,2010,Jazz,Utah,36.0,71.0,6.0,11.0,31.0,43.0,18.0,1
1283,11000042,1610612739,2010,Cavaliers,Cleveland,26.0,70.0,4.0,13.0,29.0,37.0,18.0,1
1284,11000042,1610612742,2010,Mavericks,Dallas,31.0,84.0,3.0,18.0,14.0,23.0,15.0,0
1285,11000043,1610612737,2010,Hawks,Atlanta,30.0,68.0,7.0,13.0,18.0,26.0,21.0,0
1286,11000043,1610612765,2010,Pistons,Detroit,39.0,75.0,4.0,9.0,12.0,17.0,14.0,1
1287,11000044,1610612741,2010,Bulls,Chicago,40.0,76.0,6.0,12.0,23.0,32.0,17.0,1
1288,11000044,1610612761,2010,Raptors,Toronto,36.0,75.0,7.0,17.0,11.0,16.0,13.0,0
1289,11000045,1610612743,2010,Nuggets,Denver,31.0,74.0,5.0,16.0,41.0,56.0,23.0,0
1290,11000045,1610612750,2010,Timberwolves,Minnesota,39.0,90.0,11.0,23.0,33.0,38.0,17.0,1
1291,11000046,1610612760,2010,Thunder,Oklahoma City,33.0,77.0,5.0,13.0,25.0,36.0,22.0,0
1292,11000046,1610612763,2010,Grizzlies,Memphis,44.0,67.0,4.0,8.0,24.0,43.0,25.0,1
1293,11000047,1610612738,2010,Celtics,Boston,31.0,62.0,6.0,11.0,24.0,29.0,24.0,0
1294,11000047,1610612755,2010,76ers,Philadelphia,35.0,74.0,10.0,12.0,23.0,28.0,16.0,1
1295,11000048,1610612756,2010,Suns,Phoenix,36.0,80.0,8.0,23.0,20.0,34.0,18.0,0
1296,11000048,1610612762,2010,Jazz,Utah,35.0,80.0,4.0,17.0,31.0,36.0,14.0,1
1297,11000049,1610612744,2010,Warriors,Golden State,35.0,83.0,2.0,12.0,25.0,30.0,21.0,0
1298,11000049,1610612758,2010,Kings,Sacramento,37.0,77.0,6.0,16.0,36.0,43.0,20.0,1
1299,11000050,1610612737,2010,Hawks,Atlanta,39.0,76.0,8.0,16.0,6.0,15.0,14.0,0
1300,11000050,1610612764,2010,Wizards,Washington,42.0,78.0,12.0,21.0,11.0,17.0,12.0,1
1301,11000052,1610612746,2010,Clippers,Los Angeles,34.0,82.0,13.0,32.0,18.0,24.0,22.0,0
1302,11000052,1610612759,2010,Spurs,San Antonio,38.0,93.0,5.0,18.0,19.0,30.0,15.0,1
1303,11000053,1610612742,2010,Mavericks,Dallas,41.0,79.0,9.0,22.0,10.0,22.0,13.0,1
1304,11000053,1610612765,2010,Pistons,Detroit,35.0,75.0,12.0,30.0,14.0,17.0,15.0,0
1305,11000054,1610612750,2010,Timberwolves,Minnesota,30.0,94.0,8.0,22.0,18.0,27.0,16.0,0
1306,11000054,1610612754,2010,Pacers,Indiana,33.0,78.0,7.0,28.0,25.0,38.0,21.0,1
1307,11000055,1610612747,2010,Lakers,Los Angeles,37.0,84.0,6.0,14.0,18.0,30.0,18.0,1
1308,11000055,1610612758,2010,Kings,Sacramento,29.0,74.0,6.0,15.0,31.0,43.0,18.0,0
1309,11000056,1610612740,2010,Pelicans,New Orleans,26.0,72.0,9.0,19.0,29.0,36.0,8.0,1
1310,11000056,1610612748,2010,Heat,Miami,27.0,65.0,8.0,23.0,14.0,15.0,20.0,0
1311,11000057,1610612755,2010,76ers,Philadelphia,44.0,103.0,3.0,19.0,25.0,32.0,19.0,0
1312,11000057,1610612761,2010,Raptors,Toronto,45.0,98.0,4.0,12.0,25.0,44.0,16.0,1
1313,11000058,1610612738,2010,Celtics,Boston,38.0,78.0,7.0,21.0,21.0,28.0,23.0,1
1314,11000058,1610612752,2010,Knicks,New York,31.0,75.0,9.0,26.0,30.0,42.0,22.0,0
1315,11000059,1610612745,2010,Rockets,Houston,35.0,77.0,5.0,14.0,16.0,17.0,16.0,1
1316,11000059,1610612751,2010,Nets,Brooklyn,31.0,79.0,2.0,9.0,17.0,25.0,10.0,0
1317,11000062,1610612753,2010,Magic,Orlando,32.0,77.0,12.0,35.0,10.0,13.0,14.0,1
1318,11000062,1610612766,2010,Hornets,Charlotte,25.0,64.0,7.0,14.0,16.0,21.0,20.0,0
1319,11000063,1610612756,2010,Suns,Phoenix,31.0,70.0,6.0,21.0,29.0,39.0,18.0,0
1320,11000063,1610612762,2010,Jazz,Utah,42.0,87.0,3.0,11.0,21.0,24.0,18.0,1
1321,11000064,1610612749,2010,Bucks,Milwaukee,29.0,72.0,1.0,8.0,37.0,43.0,16.0,1
1322,11000064,1610612764,2010,Wizards,Washington,36.0,84.0,5.0,19.0,11.0,22.0,22.0,0
1323,11000065,1610612739,2010,Cavaliers,Cleveland,40.0,77.0,6.0,12.0,20.0,24.0,13.0,1
1324,11000065,1610612759,2010,Spurs,San Antonio,30.0,81.0,7.0,18.0,13.0,22.0,13.0,0
1325,11000066,1610612743,2010,Nuggets,Denver,29.0,82.0,6.0,19.0,36.0,43.0,23.0,1
1326,11000066,1610612746,2010,Clippers,Los Angeles,30.0,86.0,4.0,26.0,31.0,38.0,17.0,0
1327,11000067,1610612741,2010,Bulls,Chicago,37.0,93.0,11.0,31.0,20.0,26.0,21.0,0
1328,11000067,1610612742,2010,Mavericks,Dallas,35.0,85.0,1.0,16.0,38.0,51.0,15.0,1
1329,11000068,1610612740,2010,Pelicans,New Orleans,34.0,78.0,3.0,14.0,27.0,35.0,18.0,0
1330,11000068,1610612754,2010,Pacers,Indiana,31.0,72.0,10.0,22.0,29.0,41.0,18.0,1
1331,11000069,1610612738,2010,Celtics,Boston,35.0,69.0,9.0,15.0,38.0,54.0,15.0,1
1332,11000069,1610612761,2010,Raptors,Toronto,36.0,85.0,6.0,18.0,30.0,42.0,12.0,0
1333,11000070,1610612750,2010,Timberwolves,Minnesota,36.0,80.0,7.0,19.0,20.0,30.0,18.0,1
1334,11000070,1610612765,2010,Pistons,Detroit,26.0,77.0,4.0,18.0,32.0,36.0,19.0,0
1335,11000071,1610612746,2010,Clippers,Los Angeles,35.0,70.0,9.0,19.0,12.0,17.0,28.0,0
1336,11000071,1610612762,2010,Jazz,Utah,40.0,74.0,3.0,11.0,20.0,31.0,19.0,1
1337,11000072,1610612765,2010,Pistons,Detroit,34.0,84.0,10.0,21.0,16.0,24.0,17.0,0
1338,11000072,1610612766,2010,Hornets,Charlotte,30.0,63.0,4.0,12.0,33.0,43.0,20.0,1
1339,11000073,1610612749,2010,Bucks,Milwaukee,25.0,76.0,8.0,25.0,19.0,25.0,20.0,0
1340,11000073,1610612763,2010,Grizzlies,Memphis,35.0,80.0,1.0,12.0,20.0,28.0,17.0,1
1341,11000074,1610612741,2010,Bulls,Chicago,23.0,74.0,2.0,11.0,19.0,27.0,13.0,0
1342,11000074,1610612753,2010,Magic,Orlando,43.0,69.0,6.0,12.0,13.0,18.0,19.0,1
1343,11000075,1610612744,2010,Warriors,Golden State,39.0,78.0,7.0,18.0,20.0,25.0,19.0,0
1344,11000075,1610612757,2010,Trail Blazers,Portland,43.0,80.0,9.0,17.0,23.0,29.0,14.0,1
1345,11000076,1610612738,2010,Celtics,Boston,35.0,72.0,4.0,12.0,23.0,27.0,24.0,1
1346,11000076,1610612752,2010,Knicks,New York,28.0,70.0,7.0,22.0,21.0,29.0,17.0,0
1347,11000078,1610612743,2010,Nuggets,Denver,34.0,78.0,6.0,24.0,21.0,27.0,20.0,0
1348,11000078,1610612747,2010,Lakers,Los Angeles,38.0,76.0,4.0,17.0,22.0,29.0,21.0,1
1349,11000079,1610612737,2010,Hawks,Atlanta,28.0,69.0,5.0,18.0,23.0,34.0,16.0,1
1350,11000079,1610612740,2010,Pelicans,New Orleans,28.0,73.0,2.0,15.0,16.0,21.0,20.0,0
1351,11000081,1610612745,2010,Rockets,Houston,33.0,76.0,10.0,22.0,19.0,25.0,13.0,1
1352,11000081,1610612751,2010,Nets,Brooklyn,32.0,74.0,7.0,15.0,14.0,18.0,17.0,0
1353,11000082,1610612756,2010,Suns,Phoenix,37.0,81.0,6.0,22.0,20.0,28.0,17.0,0
1354,11000082,1610612761,2010,Raptors,Toronto,48.0,100.0,5.0,16.0,20.0,26.0,17.0,1
1355,11000083,1610612743,2010,Nuggets,Denver,33.0,69.0,11.0,31.0,31.0,35.0,23.0,1
1356,11000083,1610612746,2010,Clippers,Los Angeles,41.0,87.0,12.0,33.0,10.0,11.0,17.0,0
1357,11000084,1610612749,2010,Bucks,Milwaukee,31.0,68.0,9.0,24.0,38.0,45.0,14.0,0
1358,11000084,1610612750,2010,Timberwolves,Minnesota,40.0,76.0,8.0,15.0,23.0,28.0,15.0,1
1359,11000085,1610612752,2010,Knicks,New York,36.0,90.0,7.0,25.0,13.0,18.0,16.0,1
1360,11000085,1610612764,2010,Wizards,Washington,38.0,91.0,4.0,15.0,10.0,14.0,21.0,0
1361,11000086,1610612747,2010,Lakers,Los Angeles,30.0,77.0,6.0,21.0,28.0,34.0,20.0,0
1362,11000086,1610612762,2010,Jazz,Utah,35.0,69.0,3.0,8.0,26.0,30.0,19.0,1
1363,11000087,1610612737,2010,Hawks,Atlanta,24.0,77.0,3.0,16.0,22.0,29.0,6.0,0
1364,11000087,1610612753,2010,Magic,Orlando,36.0,69.0,9.0,19.0,19.0,28.0,13.0,1
1365,11000088,1610612740,2010,Pelicans,New Orleans,38.0,91.0,4.0,20.0,11.0,14.0,16.0,0
1366,11000088,1610612763,2010,Grizzlies,Memphis,34.0,69.0,5.0,13.0,23.0,36.0,22.0,1
1367,11000089,1610612744,2010,Warriors,Golden State,36.0,81.0,4.0,19.0,24.0,34.0,18.0,1
1368,11000089,1610612757,2010,Trail Blazers,Portland,26.0,69.0,3.0,14.0,23.0,30.0,25.0,0
1369,11000090,1610612748,2010,Heat,Miami,29.0,74.0,7.0,16.0,31.0,34.0,16.0,0
1370,11000090,1610612766,2010,Hornets,Charlotte,35.0,62.0,6.0,10.0,26.0,35.0,21.0,1
1371,11000091,1610612759,2010,Spurs,San Antonio,36.0,83.0,7.0,15.0,23.0,28.0,13.0,0
1372,11000091,1610612760,2010,Thunder,Oklahoma City,40.0,84.0,6.0,13.0,25.0,30.0,10.0,1
1373,11000092,1610612739,2010,Cavaliers,Cleveland,43.0,77.0,9.0,20.0,16.0,19.0,13.0,1
1374,11000092,1610612755,2010,76ers,Philadelphia,33.0,87.0,8.0,22.0,21.0,27.0,13.0,0
1375,11000093,1610612743,2010,Nuggets,Denver,45.0,82.0,13.0,29.0,27.0,32.0,13.0,1
1376,11000093,1610612760,2010,Thunder,Oklahoma City,39.0,83.0,8.0,28.0,29.0,39.0,10.0,0
1377,11000094,1610612764,2010,Wizards,Washington,31.0,78.0,6.0,20.0,24.0,34.0,20.0,0
1378,11000094,1610612765,2010,Pistons,Detroit,37.0,78.0,2.0,9.0,22.0,27.0,17.0,1
1379,11000095,1610612747,2010,Lakers,Los Angeles,26.0,78.0,6.0,21.0,16.0,20.0,11.0,0
1380,11000095,1610612762,2010,Jazz,Utah,27.0,68.0,4.0,11.0,24.0,29.0,16.0,1
1381,11000096,1610612750,2010,Timberwolves,Minnesota,40.0,97.0,9.0,26.0,35.0,48.0,14.0,0
1382,11000096,1610612754,2010,Pacers,Indiana,45.0,99.0,16.0,35.0,22.0,33.0,19.0,1
1383,11000097,1610612744,2010,Warriors,Golden State,33.0,100.0,5.0,26.0,16.0,22.0,17.0,0
1384,11000097,1610612756,2010,Suns,Phoenix,34.0,90.0,5.0,24.0,19.0,24.0,17.0,1
1385,11000098,1610612746,2010,Clippers,Los Angeles,36.0,76.0,6.0,16.0,16.0,26.0,19.0,0
1386,11000098,1610612758,2010,Kings,Sacramento,31.0,81.0,6.0,17.0,28.0,42.0,14.0,1
1387,11000099,1610612751,2010,Nets,Brooklyn,38.0,86.0,10.0,25.0,25.0,34.0,22.0,0
1388,11000099,1610612752,2010,Knicks,New York,37.0,78.0,11.0,21.0,32.0,43.0,17.0,1
1389,11000100,1610612740,2010,Pelicans,New Orleans,34.0,78.0,14.0,36.0,16.0,21.0,22.0,0
1390,11000100,1610612766,2010,Hornets,Charlotte,36.0,77.0,5.0,14.0,28.0,33.0,20.0,1
1391,11000101,1610612742,2010,Mavericks,Dallas,27.0,75.0,4.0,18.0,18.0,25.0,18.0,0
1392,11000101,1610612753,2010,Magic,Orlando,36.0,77.0,10.0,28.0,19.0,28.0,15.0,1
1393,11000102,1610612752,2010,Knicks,New York,29.0,83.0,8.0,30.0,25.0,30.0,12.0,0
1394,11000102,1610612755,2010,76ers,Philadelphia,46.0,91.0,8.0,19.0,18.0,23.0,14.0,1
1395,11000103,1610612741,2010,Bulls,Chicago,39.0,78.0,5.0,13.0,27.0,35.0,16.0,1
1396,11000103,1610612761,2010,Raptors,Toronto,38.0,80.0,2.0,14.0,25.0,36.0,18.0,0
1397,11000104,1610612738,2010,Celtics,Boston,42.0,74.0,5.0,11.0,18.0,24.0,19.0,1
1398,11000104,1610612751,2010,Nets,Brooklyn,34.0,71.0,1.0,8.0,23.0,26.0,18.0,0
1399,11000105,1610612739,2010,Cavaliers,Cleveland,31.0,75.0,3.0,15.0,18.0,19.0,17.0,1
1400,11000105,1610612749,2010,Bucks,Milwaukee,34.0,78.0,4.0,17.0,5.0,7.0,17.0,0
1401,11000106,1610612744,2010,Warriors,Golden State,41.0,94.0,1.0,14.0,16.0,20.0,19.0,0
1402,11000106,1610612747,2010,Lakers,Los Angeles,47.0,84.0,10.0,17.0,16.0,22.0,16.0,1
1403,11000107,1610612740,2010,Pelicans,New Orleans,34.0,82.0,1.0,14.0,17.0,26.0,14.0,0
1404,11000107,1610612760,2010,Thunder,Oklahoma City,35.0,77.0,7.0,23.0,24.0,29.0,11.0,1
1405,11000108,1610612743,2010,Nuggets,Denver,26.0,73.0,6.0,20.0,25.0,28.0,11.0,0
1406,11000108,1610612757,2010,Trail Blazers,Portland,33.0,81.0,5.0,19.0,19.0,23.0,12.0,1
1407,11000109,1610612745,2010,Rockets,Houston,38.0,78.0,7.0,14.0,20.0,25.0,13.0,0
1408,11000109,1610612759,2010,Spurs,San Antonio,40.0,86.0,8.0,22.0,23.0,26.0,14.0,1
1409,11000110,1610612737,2010,Hawks,Atlanta,36.0,85.0,7.0,15.0,19.0,27.0,10.0,1
1410,11000110,1610612748,2010,Heat,Miami,29.0,79.0,7.0,15.0,24.0,34.0,15.0,0
1411,11000111,1610612737,2010,Hawks,Atlanta,22.0,68.0,5.0,19.0,17.0,24.0,23.0,0
1412,11000111,1610612766,2010,Hornets,Charlotte,33.0,67.0,5.0,11.0,28.0,37.0,16.0,1
1413,11000112,1610612741,2010,Bulls,Chicago,33.0,72.0,7.0,17.0,29.0,37.0,20.0,1
1414,11000112,1610612754,2010,Pacers,Indiana,28.0,80.0,5.0,19.0,13.0,21.0,19.0,0
1415,11000113,1610612744,2010,Warriors,Golden State,36.0,76.0,5.0,16.0,25.0,30.0,24.0,0
1416,11000113,1610612747,2010,Lakers,Los Angeles,35.0,85.0,9.0,28.0,26.0,31.0,15.0,1
1417,11000114,1610612743,2010,Nuggets,Denver,50.0,78.0,12.0,24.0,32.0,39.0,16.0,1
1418,11000114,1610612756,2010,Suns,Phoenix,40.0,91.0,5.0,21.0,21.0,27.0,20.0,0
1419,11000115,1610612752,2010,Knicks,New York,35.0,69.0,7.0,22.0,26.0,34.0,26.0,0
1420,11000115,1610612761,2010,Raptors,Toronto,42.0,91.0,8.0,18.0,16.0,20.0,21.0,1
1421,11000116,1610612758,2010,Kings,Sacramento,26.0,72.0,5.0,16.0,14.0,21.0,20.0,0
1422,11000116,1610612762,2010,Jazz,Utah,33.0,75.0,4.0,8.0,12.0,15.0,15.0,1
1423,11000117,1610612742,2010,Mavericks,Dallas,40.0,82.0,7.0,18.0,10.0,13.0,16.0,1
1424,11000117,1610612745,2010,Rockets,Houston,35.0,78.0,11.0,25.0,15.0,21.0,17.0,0
1425,11000118,1610612763,2010,Grizzlies,Memphis,45.0,85.0,4.0,10.0,12.0,20.0,14.0,1
1426,11000118,1610612765,2010,Pistons,Detroit,36.0,80.0,7.0,22.0,24.0,29.0,14.0,0
1427,11000120,1610612749,2010,Bucks,Milwaukee,37.0,86.0,9.0,24.0,35.0,42.0,24.0,0
1428,11000120,1610612750,2010,Timberwolves,Minnesota,38.0,89.0,7.0,22.0,36.0,50.0,19.0,1
1429,11100001,1610612741,2011,Bulls,Chicago,34.0,69.0,3.0,7.0,24.0,28.0,24.0,1
1430,11100001,1610612754,2011,Pacers,Indiana,29.0,86.0,4.0,12.0,24.0,38.0,14.0,0
1431,11100002,1610612740,2011,Pelicans,New Orleans,37.0,82.0,2.0,10.0,21.0,26.0,11.0,1
1432,11100002,1610612763,2011,Grizzlies,Memphis,36.0,72.0,4.0,14.0,14.0,21.0,21.0,0
1433,11100003,1610612755,2011,76ers,Philadelphia,39.0,77.0,8.0,17.0,17.0,21.0,18.0,1
1434,11100003,1610612764,2011,Wizards,Washington,26.0,79.0,3.0,15.0,23.0,27.0,20.0,0
1435,11100004,1610612739,2011,Cavaliers,Cleveland,25.0,71.0,3.0,19.0,38.0,56.0,21.0,1
1436,11100004,1610612765,2011,Pistons,Detroit,29.0,77.0,6.0,19.0,23.0,35.0,21.0,0
1437,11100005,1610612751,2011,Nets,Brooklyn,31.0,66.0,2.0,14.0,15.0,25.0,24.0,0
1438,11100005,1610612752,2011,Knicks,New York,34.0,84.0,7.0,26.0,17.0,25.0,14.0,1
1439,11100006,1610612745,2011,Rockets,Houston,39.0,82.0,3.0,20.0,20.0,31.0,20.0,1
1440,11100006,1610612759,2011,Spurs,San Antonio,29.0,82.0,3.0,21.0,26.0,42.0,14.0,0
1441,11100007,1610612749,2011,Bucks,Milwaukee,35.0,89.0,7.0,20.0,19.0,28.0,10.0,0
1442,11100007,1610612750,2011,Timberwolves,Minnesota,37.0,78.0,15.0,24.0,28.0,34.0,14.0,1
1443,11100008,1610612744,2011,Warriors,Golden State,42.0,84.0,4.0,14.0,17.0,23.0,18.0,1
1444,11100008,1610612758,2011,Kings,Sacramento,30.0,67.0,13.0,28.0,23.0,33.0,19.0,0
1445,11100009,1610612738,2011,Celtics,Boston,28.0,71.0,3.0,7.0,17.0,23.0,15.0,1
1446,11100009,1610612761,2011,Raptors,Toronto,28.0,73.0,7.0,19.0,12.0,13.0,21.0,0
1447,11100010,1610612748,2011,Heat,Miami,44.0,75.0,7.0,17.0,23.0,26.0,11.0,1
1448,11100010,1610612753,2011,Magic,Orlando,28.0,79.0,11.0,31.0,18.0,24.0,14.0,0
1449,11100011,1610612742,2011,Mavericks,Dallas,30.0,79.0,8.0,20.0,24.0,32.0,14.0,0
1450,11100011,1610612760,2011,Thunder,Oklahoma City,31.0,55.0,10.0,21.0,34.0,41.0,25.0,1
1451,11100012,1610612737,2011,Hawks,Atlanta,31.0,79.0,1.0,13.0,14.0,18.0,15.0,0
1452,11100012,1610612766,2011,Hornets,Charlotte,27.0,76.0,5.0,15.0,20.0,27.0,15.0,1
1453,11100013,1610612757,2011,Trail Blazers,Portland,43.0,77.0,6.0,23.0,18.0,20.0,16.0,1
1454,11100013,1610612762,2011,Jazz,Utah,32.0,77.0,1.0,12.0,25.0,31.0,22.0,0
1455,11100014,1610612746,2011,Clippers,Los Angeles,40.0,82.0,13.0,28.0,21.0,26.0,10.0,1
